content,score
Asks for a subscription to get all the features. I'd pay a one time fee only. Guess you don't want my money bad enough. Edit: yes I know which is why you got a negative review. I like your app. I don't like paying subs. I raised u to 3 stars for taking this so we'll. All to often devs get all butt hurt. Add a feature to buy a lifetime license even if it's 20 dollars and I'll buy it. Or give us an option to see ads without a sub at least. Cheers. Do this than 5 stars.,3
"I wanted to buy the app but the subscription feature turned me down. I wish there was a one time purchase option to unlock essential things like calendar, unlimited inventory etc.. (and the subscription for themes, sounds and other cosmetic stuffs)",3
"Really amazing, but there are pop-up adverts if you're not a member, and for someone like me that's quite a few adverts daily. Very annoying!, But everything else is PERFECT. FYI The designers have to eat so I'm not mad but God damn that's annoying Would be really cool if you could at least watch a bunch of adverts at once so you don't have to do it later. Just an idea id be up for.",3
"It would be good if it had alot of tasks that are given by the app accordingly to your interest, and even recommend books, etc. Also if there was a competitive mode where you can see what level other players are, and that to level up you have to do certain things that can be verified somehow (for example, read book requires a picture of a book with your face, or run requires a tracking through the GPS to actually verify yoy ran) in this way it can even be competitive",3
"Good experience, nice concept, sad that it's not completely free for a to-do list, and completely frustrating that it keeps crashing everytime I want to edit my level and changing my avatar. It went brainfarted when it got overwhelmed by a long list of levels starting from 50.",3
"A decent app for its intents and purposes but I struggle to stay invested. It's visually good, great icons and colours, also has a nice selection of skills. My biggest issue is the navigation. I can't immediately see or twirl down to see subtasks. Actually marking something as done, especially subtasks is a challenge - mostly because you face to keep tapping through the task and pages of info to get there. Perhaps a mind map or something would make it easier.",3
reminder doesn't work,3
"There could be any difference between gold that we earn. If my rewards are ""cheat meal"" and ""netflix episode"" and tasks are ""run 10 km"" and ""read a book"", it shouldn't be able to get a cheat meal reward for reading a book...",3
It crossed my mind to buy the full version but then i saw they want a monthly payment. Why not just make it $5 lifetime? Seems like a good app not sure who copied who with liferpg seems too similar.,3
"Very interesting concept but it's extremely time consuming to setup and add all the content you need. Also being able to edit everything and choose the rewards freely kinda looses it's purpose. I understand some people might like the feature, but I personally do not. Overall, great app if you have the time to set it up and get familiar with it.",3
"overall a really good app. well thought. however, I would personally spend some time on the interface/interactions. it became too many steps for my preferences. realizing I needed to change a bunch of tasks, I had to pick a task, bottom right to edit, then tap below description, untick termless, select date, click ok top right, another ok top right. that's too much. I suggest adding swiping options to the task (look at nine email as an example). but overall good. might return one day :)",3
Everything requires you to pay money might as well make it a paid game instead of deceiving people for a free app,3
"Awesome idea, five plus in advance. Although, turns out there are more appealing apps, interface wise. But non the less, it is all about insides, not the outside.",3
i love the concept but i would love to see a list of suggested 'to dos' cuz i can never think of things to do,3
The app is great but after using awhile it start to lag.,3
Too much paid only,3
"the app itself is a wonderful idea, but the interface and functions need a lot of work in my opinion. it took me so long to figure out how to set up a habit, and i still don't understand how to use a task groups or steps. I gave up and came back to my previous tracker because it was too complicated and time consuming to learn how to use this one. Anyway, I will definitely retry after an update :)",3
"I really like this app, makes life more fun foy ADHD brain. But sound making ads are a real pain. I'm okay with the ads in general, they don't pop up often enough to be annoying. But can we get rid of the ones that make sound so I can stop embarrassing myself in a quiet class room after checking off an assignment?",3
"I love the idea of it, but currently it's far too complicated for me to use. I'd love it very much if all the setting rewards and gained skills was a little easier to do.",3
"It's not bad. But it seems greedy. Like, why do I have to pay to unlock individual color themes if I'm paying a monthly subscription? Also, LifeRPG was so much better than this. More icons to choose from and they were free. If you're going to make an app that copies all the ideas from LifeRPG, at least make it better. Why can't I make an accomplishment like: learned blank piece of music, without having to tie it to accomplishing a certain number of tasks or reaching a certain level?",3
This app is great but the setting of the aims and the tasks takes a long period of time therefore it eats up your productivity,3
"it actually is a good app, but it wont do the one other thing I need it to do, which is notify me of a task I set. one day it does and the others it doesn't. I have reset my phone settings several times because of this, looked it up and still no results",3
"I really like the app, but I would enjoy it more if there was the ability to manually order tasks through simple drag and drop like in LifeRPG. Also, if there was a quicker way to edit like in Life RPG that would be great. I would be willing to pay as a way of supporting you guys, but right now LifeRPG is more practical and they'll get my money until you catch up. Love the decreasing skills btw :)",3
"Its ok, notifications dont work very often.",3
Needs fixes... Like the repetition is screwed also the generate habit... Looks like the developers don't use it themselves.,3
"With discipline training apps, the market bet is on already diligent people to buy your app. With such a small margin of customers you cannot expect success from limiting customization options to microtransactions. Let alone subscriptions. Otherwise the app was decent. Good work! Credit where credit is due!",3
Suggestion: Can tasks take things from the inventory? Maybe some items can only be acquired through achievements and those items are needed to complete a task.,3
"Don't like it very much, but I think it's just not for me. It's very complex and deep with tasks and such (I could even set the percentage of fear for a task... What??) so I didn't get very far before I just said ""forget it"". My life is too busy for such complexity.",3
"You're good guys. Your efforts are admirable Please consider making the app 
available to milions of people and support ""rtl"".",3
"Uhm there's a little bug that I encountered, I cannot disable the skill 
decay :< pls fix I'll give 5 stars",3
"Loved the app but at some point it stopped letting me look at my tasks 
without instantly crashing so I'm not using it anymore. I'll be sure to try 
it again and recommend it to friends if the issue isn't present next time. 
😊",3
"I really liked the app and had been using it for a few weeks. But a while ago whenever I would open the app, it would load for a bit but then freeze and crash if I tapped anything. The rest of my phone still works fine (doesn't freeze) while this happens. Is there anything I can do to fix this? I would love to continue using this app. Thank you! (And I have tried uninstalling and reinstalling.) Edit: Clearing did solve the problem for now. Too bad I had to give up all the progress I made. But thank you anyway, at least I can use the app again.",3
"It ok, gets boring after a while",3
"It was really good for helping me to get motivated for a few days, but when I shut my phone off the notifications stop coming until I open the app again, and check off something.",3
"I thought it was a really good app until today. It started to crush and i couldn't do anything to backup. I lost all of my options, to-do lists,  achievements. Don't know what should i do, really disappointed. Auto back-up should be offline too and must be selected when we start to use app or you should use your own database system to backup files(not dropbox)",3
"A intenção é boa, mas a interface é bastante confusa. || The intention is good, but the interface is too confusing",3
It is a good application. It is very useful. It is just okay.,3
Great app. Needs  a few things like task fail without consequences option. Mostly a full paid version without subscription or in app purchase. Not every one has everything connected to Internet all the time.,3
It's such a spectacular idea but I had trouble figuring out all of the different aspects and it was just too much for putting in tasks on a day-to-day basis.,3
This is ok!  But it required bunch of upgrade and some new features!  Will keep it! But wait till is it perfect!,3
Good but not ok,3
"Everything about this app is perfect! Except for the widget support. The widget doesn't update with the new tasks I make in the app. And I wish I could mark tasks as complete right from the widget. I would also like to be able to make multiple notifications for one task, or set one task to repeat multiple times a day. I also wish the notification for the mission would show up every time. Great start",3
Are there any guides out there?,3
"Hey, guys! This is good idea! However, I have a feedback for you: Several times I accidentally was clicking task more than once, so I was increasing my level. I didn't found related settings. I think you should make task clickable (checkable, do you get me?) )only once per day, and highlight the finished tasks. This features will prevent accidental checking, therefore increasing level incorrectly. Could you explain me how to use such features, if you already have them??",3
It's a pity that your tasks become overdue not according to your system time...,3
The concept is good. But why the app is not notifying me about thr task even though I have turned the notification on? This is very bad.,3
"The app is good but a FAQ would be appreciated. For example, I cannot find out how to create a group for my tasks.",3
"This is unforgivably close to perfect. Why no timer? So many tasks are long-term and need to be chipped away at bit by bit. You could have it where once a task was selected, the timer would start, and you would earn a certain amount of experience and coin for every x amount of minutes completed.  As it is, I have two pair this app with a different promodo app.",3
But then it started locking up everytime I tried to load it.  ←ved it until then.,3
"I can't be the only one multitasking. Therefore, I don't have time to figure out a basic program. I put in a picture and it was so tiny! I put in my tasks yet some are ""timeless"", some are daily, and there was powerlifting! I'm physically crippled!",3
"My settings kept on changing ever time I reopen the app. For example, fear is set to zero, when I open the app again, fear is set to 80. Why? Please fix this. It's getting tiresome to re-do the settings over and over.",3
"Its almost what i was looking for apart from is there a way to set how much xp is required to advance in level and how much xp completing a task will give you? E.g. i want to make it so i start at level 40 in benchpress and achieving 91kg will put me at level 41. I will reach level 100 in benchpress by the time i can do 150kg, completing 120kg would put me on level 70 etc.  Otherwise the numbers are just meaningless to me. Really i want to set it up so when i reach my goal in each thing i am at level 100.",3
"But can't really test this out since I'm tied with Habitica.  Oh yeah, I personally don't like the avatars though... It'd be nice if to upload your own avatar. Oh, just saw other people suggest the same lol.",3
"It really helps with getting things done! Receiving XP, gold and different skills makes uninteresting tasks much easier to do. I like that - on the contrary to other apps - it is actually useful without having to get the premium version. Though the premium version is a nice addition. Suggestion: some rewards could already be existent so you don't have to come up with them yourself. I personally don't have many ideas for coming up with rewards and don't know what gold price would be appropriate.",4
I need help from dev. One of my favorite apps of all time combines scheduling and rpg gaming in one not 5 stars because I bought premium but when I logged into my kindle premium status didnt show up neither did my other data from my phone please help devs!,4
"Nice app with lot of options. Like the reward system. Developper look active as i read the reviews and take comment into consideration. What is fear doing in the task don t really understand. ? Ui could get some work. Not possible to have reminder on ad vitam eternam task. Don t know if possible to have multiple reminder for the same task but would be usefull Maybe a better tutorial, don t like wall of text for tutorial, something more interactive would be nice. Would love to have reward separated per group, for example i am eating healty all week long i can have a burger. I am stopping smoking + do sport i can have a new phone What would motivated me is a picture of my reward that get slowly fullfilled as I get closer to my goal Very expensive app.",4
"I normally don't leave reviews, but I think this app is great!! I love the chart wheel thing! I think it would be cool to set the characteristics and/or skills chart week thing as an option for widget on the phone screen. However, it's been more than a week now since I sent an email to support, and I haven't received any help back concerning my account. Please get back to me as soon as possible! Also I will leave a more nice detailed review in the future once I get into using it more. :)",4
"Just staryed using it. There's a pretty massive learning curve, especially when it comes to the complete customization of your character, characteristics, skills and in general ""finding the flow"" that works for you but so far it's been really helpful and an enjoyable experience.",4
"So far, just setting it up is very easy...for me. The gaming aspect of it is very appealing for the ADHD side of me. I wish I could get the full version but that will have to wait until I get a job. Thank you so much for creating this app.",4
Was really good but I think it'd be even better if it had a widget that could just take up a whole screen and mark complete on tasks from there,4
"My favourite 'to do' app, but the price of subscription is hilarious.",4
Ivery good app.. I would recommend it,4
I like alot about this app but really want to add one thing to make it round out my gamify experience. Skill tree. I would love to be able to lay out and plan how my skills level up and progress into other skills. Linking them together and seeing how the diverge and converge. Some skills may need levels to unlock from other skills or need a basis in 2 skills to be usable. It really would make this app a huge step above any other gasification app.,4
"It's a pretty good app, it makes me want to do tasks unlike other apps.",4
"I absolutely love the app, I've had it for a short time but I know I'll love it. This app helps me keep my day organised and be productive in a fun way! The reason for 4 stars and not 5 is simple.. So much more room for work and improvement in all directions! Keep up the great work! My personal request is a bit of work on the inventory system, as it would be great to keep track of that too. (The need for quest rewards for items is a bit wonky, but my only complaint so far)",4
"Pretty decent but it ignores my default repeat value, and honestly the interface for setting a reminder date/time when creating a new task is clunky and needs to be smoother.",4
I'm loving it so far. Is there any way to switch out the icons with some on the file system?,4
How i add multiple user profile,4
It crashes when you complete a task,4
For me is One of the best ways to do stuff and feel like it has some sort of meaning.,4
"Really a fun and somewhat complex habit tracker to have. Recommendation : you could include some fantasy quests and creatures and some kind of algorithm that uses the skills I made to be used in finishing the quests and fighting creatures, maybe like dice roll mechanics. Would be fun to see your skill in use, cos just building them up isn't enough. Good job, add this quest system and its a complete app. Also app generated loot too...",4
"Regarding the last review, I noticed that multiple widgets of different lists lead to the ""emptied list"" glitch happening more often. Unrelated, but I really love the idea of the new batch action feature. Just wondering why I can't use it to batch fail or batch perform more than one task? I expected that to be the point, but only batch delete and batch skip are available. Batch fail would help with one of the biggest issues to making the app fast to use, which is that failing takes like 3+ taps",4
"I love this app, its helped me quite a bit. I would love to provide 5 stars, but I'm having issues with no notifications even though I have them active and the widget is a bit fussy clearing randomly when I finish a task. I really hope these get fixed because then this will be the single most useful app I've ever used.",4
Allows me take some of the real life out my responsibilities.,4
"Really really, I'm struggling a little bit with some details, but I'm loving so far.",4
Some integrated examples would be nice also an inventory of items to help pick rewards but I have no income so I have to miss out on the good stuff,4
Bom,4
"So far so good, trying to get in to it.",4
Tasks in All tasks group is frequently disappearing & reappearing so kindly fix that bug otherwise app is great,4
Love the way this app is helping me. Its Great feature is the way we can track our own progress because of reward system. 4 stars only because of app's free theme.,4
"Perfect for me, takes some serious investment to set up proberly, but absolutely worth it. However, the impact of skill increases on characteristica is not calculated properly and totally different percentages turn out with the same fraction of exp (or identical numbers with a totally different fraction of the exp). Further more, when i use a task that gives me 100 exp, my herolevel gets stuck at 90/25 and doesnt update anymore. If these minor bugs are fixed, i will provide the 5th star.",4
I love this app. I only wish it had a sort of multiplayer for families to connect accounts.,4
"This app is almost everything I want. I just wish there was more of an RPG element. I played Habitica and it didn't quite scratch that itch either. Maybe something like small quests that utilize text and dice-rolls that can be improved based on your level in different categories. I'd enjoy the hell out of that, and would happily pay for expansions, additional quests/stories, etc.",4
"Really awesome app, I think the best one. The only it lacks web version, since it takes kinda complicated process to create and manage all this tasks and habits. With web version it would be much easier.",4
"It seems good but there is no way for me to increase the ""art"" category. Music and drawing are not the only forms of art. Please change this. Maybe change art to ""crearivity"" but certainly add more creative pursuits so those who cannot draw or do music can increase it. Also aren't erudition and learning really the same thing? My conclusion is that this app is great but needs a lit of work.",4
Strong fallout/ skyrim feel. But full buy price is 45$? Even those games' price are lower on sale. And I bought them on sale. Other sold apps price are usually below 5 dollars. And the default free theme has nice green background but paid ones only have bright white background?? I don't sub apps I buy them.Sub is for something like Netflix and Spotify...,4
"add check system, count system ( how many times) and timer ( count down and count up).. then no need to use other apps...Tnx",4
"This app is very good for keeping on task, and everything is totally customizable. One thing I would improve is the simplisity of it. Right now, it's a bit too much to handle, and if there was an easier way to do things, it would make this app even greater!",4
"I have enjoyed navigating my way around the set up so far, definitely worth a subscription for the full experience. Shared it with friends but unfortunately it's only available on Android. One major issue though is I can't select the quantity to use for consumables. If you decided to put in 1,000 credits in there, you'll have to click 3,000 times to use it. Takes the fun out of it. Also, wish it had a web page version like Habitica so everyone can share the experience regardless of their OS.",4
I'll give it five stars when the widget stops resetting to nothing after I alter things within the app. I have to delete it off of my screen and put it back on in order for it to update.,4
I love this app and use it on my Android phone. Now I have an iPad and cannot find this app for it. Is there an iOS version available?,4
Good.,4
"THE POP-UP AFTER U CONCLUDE A TASK IS VERY EXHAUSTIVE. IF U TAKE OFF THESE THE APP WOULD BE PERFECT. AND ALSO IF U STAY A DAY WITHOUT DOING THE TASKS, THE APP GOES CRAZY AND STOP PLACING THE TASKS CORRECT",4
"Great idea, really creative and love thr preset activities that offer guidance",4
"in primo luogo, adoro... voglio dire, una lista che mi faccia giocare ed avanzare di livello come in un rpg... non posso fare altro che adorare tanterrimo in secondo luogo: probabilmente esiste un modo per impostare orari per le attività (lezioni, cose così), altrimenti non avrebbe senso poter impostare un allarme, ma... hem... io non ho idea di come si faccia (help me please) cosa numero tre: ho provato a cercarne una versione adattabile per pc e non sembra esserci... sarebbe bellissimo se ci fosse e (magari) fosse sincronizzabile ultima cosa e poi la pianto: esiste un modo per creare traguardi composti da più traguardi? mi piacerebbe avere un megaobbiettivo laurea composto dei vari esami... o campagne composte di varie sessioni...",4
"Slightly Intuitive, should have a tutorial. Other than that, loving it since I love rpg's!",4
"app has improved a lot since initial launch and it's still my go-to for my daily tasks! still hoping for more social features in the future. also, there is still the lingering issue with a surprising amount of battery use, i think it's still related to the amount of tasks i have (i have a very busy schedule), and it causes my phone to overheat. keep up the good work!",4
"I absolutely love this app. I am using for a couple weeks and it is really helping me with my tasks. I tried similar apps and they're not quite as good. Tasks are highly customisable and gives tons of options. So why not 5 stars? Well, there are some issues, but please take them as constructive criticism. 1. It is not respecting the silence mode. 2. Steep learning curve. (Worth it though) 3. Auto failing task with subtask is not working. I will promptly give 5 starts when #1 is fixed!!!",4
"Personally, taking the time to translate my every task into RPG format is tedious. Pretty time consuming in terms of customization. It's more like an RPG Maker, but to-do style. It's not what I'm looking for but given the developers perspective it's excellent for what it's worth. Flexible, extremely customizable and full of possibilities. Suggestion: allowing to download other users formats they've already taken the time to create.",4
"Great, but have some issues with the tasks list widget. No way I can complete a task on it without its disappearing",4
Great creative idea that does help keep me on track. I've also used it to start new good habits!,4
"It's a good app, looks polished and nice. Only problem I have is I have some tasks that repeat themselves even after I complete them, I've editted that they only come once a day but forever stay on the today tasks",4
Good app. Minus a star as you cant manually sort task lists with your finger and change their priority that way,4
I've really enjoyed the app and has been very helpful. although to me the app seems like it's not fully finished. I wish the stats you were building actually did something in game. the money also seems kind of pointless. I can buy items that I create but they just adjust your stats which I could easily accomplish through tasks,4
It is a lot better than the other apps out. An 8 or 16bit UI makeover would be dope. The pixel look and feel. Always nostalgic,4
"Haven't used it much but so far I enjoy the idea. I would like to suggest adding a notification every so often option. For example, I'm wanting to do 12 pushups every hour, every day, 10 hours a day.",4
"A bit underrated. It's a fun way to get things done, kind of like having a video game character. It does take time to set up and some unnecessary options cost money, but it makes getting stuff done feel more rewarding. Good app for parents to set up for their kids as well so they are more motivated and enjoy getting chores, homework, etc, done. :-)",4
"It's a great app and very useful, but I would like for it to add an options. ""Delete after completion."" This means it would repeat until you hit the check button.",4
"App has definitely improved since my last review! more social features would be really cool. i am subscribed and i would love to see where this app takes off. i have noticed recent stability issues when i'm on the app for a prolonged period. not sure if it's related to the amount of tasks i have, as i use this app for basically all my tasks, including birthdays. the app will slow down and nearly crash after awhile. otherwise, this is still my go-to! 4 stars again!",4
"This is a great app for anybody needing some extra motivation or a way to organize their life. I've had some trouble editing or deleting reoccurring tasks, but this may be a device issue, I'm not sure.",4
Works as expected but I would like for time customisation to be more flexible and precise,4
It been running kind of slow when you're making new tasks,4
"Add ""negative habits"" which when done decrease coin, xp etc.",4
Nice app. Bug with achievement exp gained. It only adds on to current hero exp without leveling up eg( 144exp/25exp ). Why does skill decay even after doing a task that increases it?,4
"Тарас это крутая идея и хорошая реализация. Доставляет кайф возможность разбивать дэйлики на подпункты (будет чётко если добавишь возможность автозавершения после выполнения всех пунктов). Система ачивок вполне юзабельно но нужно устанавливать ачивки на ""Habit generate"" - по типу 30 дней без перерыва и при желании по возрастающей 3 месяца и т. д Nexus 5x lineages OS 15.1 не работают reminders. Не готов брать подписку, но если добавишь отдельный платный контент (иконки или журнал квестов) - куплю",4
It's helping me the way i think,4
"Неплохое приложение для поднятия своей дисциплины в игровой форме. Перейдем к минусам: - Дорого за полную версию Серьёзно, 3400 рублей за полную версию навсегда - это очень дорого! Мне кажется, что автор случайно дописал лишний ноль, 340 - ладно, 3400 - дрого. - Не всё доступно без полной версии... Это немного относится к первому минусу. Теперь плюсы: + Повышение дисциплины в игровой форме: Например, если быть чесным и выставлять адекватные награды, то всё очень классно!",4
"I am liking it, the subscription model is a bit steep and harsh, especially for the full buy out at 50+ dollars. A suggestion, I'd like to see two categories under the ""Skills"", one that says ""Increasing"" and one that says ""Decreasing"". I am trying to set up a ""Daily Grind"" negative skill that decreases ""Will Power"" and ""Motivation"", while increasing ""Submission"" and ""Routine"". I've noticed the Dev team is really good at responding, so I am hopeful for a response. Thanks!",4
I really enjoy this app because it stops me from sitting on my butt 24/7.,4
"It's helpful, but it's also annoying. Edit: I didn't make it clear enough, it's annoying to realize how much I'm failing lol Anyway the app is pretty good I'm just overly sensitive and self criritcal",4
Homescreen widget would be nice with more display option such as the progress bar.. etc,4
"Good App. Lots of customization. But i have noticed an issue with repeating sub-tasks. If a subtask is set to repeat, it won't complete the main task. Seems to complete fine if the subtasks are not set repeat.",4
"I like this app, but it really annoys me that it defaults to playing a chime when you first pick up your phone in the morning. When just checking the time, I don't want to be woken up even more. I wish it were possible to just disable that notification instead of disabling all sounds from the app at once.",4
Awesome,4
I really like the app. I'm having an issue though where the widget doesn't populate when a new day starts. I have to delete it and readd it or restart my phone.,4
"I think it's a great app, and a lot of fun. I had some trouble figuring things out at first, but everything works. The only complaint I would have is the cost... It would be nice to have some of the features, but they are too expensive.",4
"The app is allready great. The amount of customisation is surreal and with a bit of tweaking you can really make it work. The sentimental value you create this way really helped me grow. As the app is rpg themed, those elements could be further enhanced imo. I think a customisable character would be fun. More options to spend the currency other then personalised awards is what im getting at. This way you really build something with the effort you've put in. For the games.. Keep up the good work",4
"This app is great! I love the idea of turning my daily life like an RPG game. But I have this goal to wash my face twice everyday and it feels repetitive to make two task for the exact same thing. So can you guys make a task where it has to be done twice before the said task is completed? Been trying my hardest to do this on your app, even finished reading the user guide, but it still wouldn't work.",4
I really like it. I think it's a really cool concept to have characters to build up with the habits. Only thing I wish were there is to be able to have notifications for term less habits,4
"The app is good and in general highly customizable, but it has one flaw: it uses days (24 hours periods) as a basic unit of measure, but it doesn't let you change the default starting hour (midnight). This is inconvenient for people who have unusual working hours and it makes the app impractical to track daily tasks for users who are more productive at night. I would rate it as a 5 stars app, if I could choose when my day ends and be able to log my dailies properly.",4
Turn life into a game! Create your own tasks and assign value to them! Pretty cool eh?,4
"Nice. Will be better if app has got inhabit counter.. for example count of pushups or exercise. I need it, but app is very nice. I will be recommend it.",4
"It is a cool app, but the calendar feature required to be bought. That should be informed to the users before installation. In addition, it would be a good idea if skills can increase over time, and skills can decrease characteristics.",4
Great honestly great way to keep track of daily tasks to stay organized. One thing they should add is overall goals. And tasks leading to those goals.,4
"Interesting concept! Still getting used to the functionality, but this app is an effective way to gamify your to-do and task lists. Before Do it Now -RPG, I had a list of chores; Now I have a quest-list, instead. Time to go unlock some achievements!",4
"This app is so robust, I love it! However, I would love a quick add button in the notifications.",4
"I just started but really like it so far. Competes directly with Habitica but less of the nonsense costumes. It's hard at first to sort characteristics, skills and tasks (you are essentially your own game dev) but on paper I recently sorted out what I want to improve (Skills) and what is stopping me (Characteristics). Tasks will follow soon after. I'm really hopeful about this setup, I love the design, and I never do this but I might actually pay for a subscription (!!!) if all goes well.",4
"Perfect for people who want to get organized and desire an app more robust than a checklist. It has profound customization ability. The reward system is more complex than competitors. For someone with significant attention issues, this has really helped me to feel invested. Subtasks and autofails are great features. Would be 5 stars if developers: 1. Allowed subtasks to renew as collapsible tasks not just tied in 2. Made tutorial/videos. Full functionality will be a learning curve for many",4
Looking forward to a better UI/UX. Will keep using it.,4
Just after I looked at the interface I knew it was what I was searching. Not so for the xp thing which is a very great idea but also how it handle goals like reading books... For anyone who think in terms of goals (and obviously who love RPGs) It's totally free though,4
Its a good app for everyday tasks. It takes time to customize it and its normal because its an RPG type. However I think im not the only one who encountered this annoying bug where if you want to change a task from lets say termless to always repeat every day the task remains termless. You can solve this problem by deleting the task and making another with the setting you want. This bug was very frustrating because i thought i did something wrong but yeah..,4
COMPLETE! A tip: The task option directly reduces the characteristics rather than just the ability,4
"I would love to do a one/life time purchase for this app. Too bad I hate subscription based so sorry, I'd rather spend my money for something unproductive than this app.",4
"I was looking for an organizer app which would provide statistics on my discipline and progress, and this does it! But it is missing one, to me basic, feature - the tasks don't have a start time or duration period, there is only a deadline. It doesn't allow understanding easily whether the tasks overlap in time. Is this feature available in the premium version at least? Another missing feature is the location setting, at least at a home/work/outdoors level. Any plans to incorporate the features?",4
The app has a way of motivating you to complete tasks.,4
It keeps reminding me even after the Task is done and it was adjusted according to how many times I should be notified. But overall nice app.,4
Treating activities like a game Gives me a sense of accomplishment when I successfully finish my duties and earn XP.,4
"Awesome app to keep your life on track. Would 5 star, but app crashes every time I try and add a custoum sound. Edit: Thank you! Will try again after the next update.",4
"I've been using this app for some weeks now. There are still some features that I don't understand and there's just so much available for customisation that it's overwhelming. But, once i spent a few hours customizing all i wanted, this app has been so fun and useful. Most to do list apps out there are so cumbersome and anxiety inducing. This one isn't. It has helped me prioritize what's important to me while letting me role-play. I like it a lot.",4
"Pretty easy to use and reliable. Still trying to figure out the ins and outs, but it's been fairly easy to pick up.",4
Good,4
The apps are functioning well and recommended trying for RPG theme if you love RPG 👍but there is a problem where sometimes when i added the task it does not appear at the task section and sometimes it becomes duplicate..,4
Very interesting application just to complicated for me,4
"(+)Pros: it's fun, LOTS of customisation, ALL basic functionality are free, inclined to habit generation than everyday to do list. (-)Cons: first time setup are quite challenging; literally create your own system. Icons & themes are limited (minor inconvenience). I was using LifeRPG (which seems abandoned now) so it helps with the learning curve. I see devs made lots improvement here. Recommended!",4
"Hello. This app is great, but I have a suggestion. With the inventory items, please make it so you can give them attribites such as +10% xp gain or +10% gold gain, or just +10% xp for a specific skill.",4
Nice,4
This app looks to carry the torch from the now abandoned LifeRPG app and from a bit of digging so far I'm impressed. Some things are tucked behind a pay wall such as the calendar and aesthetic additions like themes and icons but it's a relatively low price and helps support the devs so I'll probably bite on that once I've set up everything and used the app a bit. One suggestion I'd have is to implement geotagged triggers for events - like bringing up a reminder when I'm near the gym or store.,4
Jibj,4
"it would be nice if there are pre-set goals or task to choose from - while the app allow for a high level of customization, it's too much hassle to set it all up properly, not to mention balancing the reward from each task",4
It٬s one of the best liferpg apps i have ever seen with lot of options but it can have some more beautiful transparent widgets and if you add an option that a task directly influences a characteristics it can be more comfortable,4
"definetly a 4 star. good app, good concepts some bugs, not really pulling me in thou. i forgot about it, which was sort of the point of the app to make me not forget it. so 4 stars.",4
fun and productive,4
"I bought the full version. its a fun app to challenge yourself. I would like to see an update gives you the choice to choose a pen or pencil icon or a book icon, which seem to be missing, that would be useful. for example, if you want to write a book, it would be nice to have a ""book""📚📗📘📙📓📔icon, or ""pen""🖋🖊 icon, or ""pencil"" icon... UPDATE: I seem them now! Thanks for responding and letting me know. Looks like I needed to scroll farther down to see them. 👍",4
easy to use and good at keeping me motivated throughout the day,4
Crashes when I customize my hero status,4
"I downloaded this game in the Hope's that the format would help me with my procrastination and can I just say, its exceeded my expectations. it's so good ! I ended up having to change some of the pre set tasks and rewards to make it more personalized but apart from that, it's great. highly recommend if you, like me, like to procrastinate and make excuses to avoid tasks.",4
"Its really useful i really wish it had a way to add people so you could submit tasks for eachother, or a way to access it on a computer or browser.",4
"It's a lot of fun, good personalization. I have to make time to explore the app called more fully, I think a tutorial would be amazing, and pre-developed lists that could be tweaked.",4
Fantastic app but 4 stars. Every part has been a comfortable experience for me until I started trying to use it across devices. I took me around 30 minutes to set up all my tasks the first time and when I signed into my account for the app all the tasks I had made got overwritten by the default tasks from the other device. It was partially my fault for the careless order that I signed in on the devices. But perhaps my issue could have been avoided entirely if when it attempted to sync my tasks from the internet the first time it asked me if I wanted to use the database that is from the internet or that is local. Would have saved me a lot of headache remaking all the tasks again. That said every other function provided is great and I would recommend.,4
"New user and I'm impressed! A lot of neat features I've been looking for in apps like this. it's obvious dev is active and listening and thats a great sign. If I have an immediate suggestion, it'd be for us to be able to add tab categories of traits besides the default characteristics/skills; for example to add things like ""personality"", ""lifestyle"" or however we want to organize our skillset categories, so those 2 sections aren't cluttered. A search option for icons too maybe? Keep it up!",4
"Life changing app with a great concept, but still needs some work.",4
"Liking it a lot so far, but I don't get it doesn't give a warning ring before tasks I put in. That's kind of the main thing I need it for - to remind me of tasks I had previously put in.",4
Fun and easy to use. Creative and helpful way to track tasks and habits.,4
"one thing, the widget sometimes doesn't update the today list, and about the to do list, i have to make 2 different widget for today and tommorow, because when all tasks show, cannot differentiate what today and tommorow so i was check list my today and tommorow task, and it is kinda confusing how to uncheck again (?) maybe this option to check and uncheck must be there, and the reward will be given after all the task has done for today.. thank you, hope this app improve",4
I can't sign in neither with my google account nor with gmail. should I do something to be able to do that? or it's just a bug?,4
"i really like the app, but I don't know if I'm using it to its fullest potential. Has any on made a tutorial?",4
Simple and straightforward,4
"This app is really good. I want to suggest to that the app should have a ""Rest Day"" option or something similar. That you can activate it anytime you want and while activated, the tasks will be put into a halt including penalty and overdue. It is useful if you are on vacation or there's an occasion you need to attend and makes you unable to finish the daily tasks.",4
this is pure magic juat saying best life app out there keep up the great work!!! im ao happy you listen to your customers EDIT: now my entire household is using this app its amazing magic easy to use only thing i noticed is that when you claim a reward if it has an increasing cost sometimes it will spend the gold after the increase instead of before resulting in extra gold loss my best guess is that the script might be changing the cost value before subtracting the gold from the players gold.,4
"Hello! Your app is amazing! My GF and me installed this app 2 days ago and started to planning task to each other. But i really need a list functional, like add a shopping list or some book list to add in this app. Are you going to add this? Sry for my English, btw:) UPDATE: And i really need a functional to add a checklist in tasks with possibility to mark it's completed. Thank you and your team again for this great app!",4
